Registration Year,nhs_board,age_group,births,population,birth_rate
2008,Dumfries and Galloway,25 to 29,385.31250520703156,3566,108.0517401029253
2009,Dumfries and Galloway,25 to 29,413.0424897502795,3675,112.39251421776314
2010,Dumfries and Galloway,25 to 29,397.13527309851963,3676,108.0346227145048
2011,Dumfries and Galloway,25 to 29,378.63972396829735,3727,101.59370109157429
2012,Dumfries and Galloway,25 to 29,384.23855679348765,3687,104.21441735651956
2013,Dumfries and Galloway,25 to 29,360.8685465292784,3787,95.29140388943185
2014,Dumfries and Galloway,25 to 29,357.011665048972,3682,96.96134303339817
2015,Dumfries and Galloway,25 to 29,349.1675440188782,3723,93.78660865400971
2016,Dumfries and Galloway,25 to 29,362.3647078261828,3846,94.21859277851867
2017,Dumfries and Galloway,25 to 29,343.2118047673099,3803,90.24764784835916
2018,Dumfries and Galloway,25 to 29,328.7693447160176,3712,88.56932777909957
2019,Dumfries and Galloway,25 to 29,313.9142347112742,3750,83.71046258967313
2020,Dumfries and Galloway,25 to 29,305.08196230930304,3786,80.58160652649315
2001,Fife,25 to 29,954.7771576601459,10163,93.94638961528544
2002,Fife,25 to 29,876.0804918512736,9652,90.76673143921194
2003,Fife,25 to 29,884.9089207973727,9387,94.26961977174527
2004,Fife,25 to 29,909.3894976914946,9550,95.22403117188426
2005,Fife,25 to 29,933.1841683698834,9717,96.03624249973072
2006,Fife,25 to 29,997.1091983971537,9980,99.9107413223601
2007,Fife,25 to 29,1053.387984200679,10376,101.5215867579683
2008,Fife,25 to 29,1171.835024577189,10678,109.7429316891917
2009,Fife,25 to 29,1133.3315826923729,10636,106.5561849090234
2010,Fife,25 to 29,1146.6078611536498,10596,108.21138742484426
2011,Fife,25 to 29,1157.6177234217,10558,109.64365631953969
2012,Fife,25 to 29,1110.9746473043358,10577,105.03683911358002
2013,Fife,25 to 29,1052.9638373484295,10674,98.6475395679623
2014,Fife,25 to 29,1079.6410306185476,10835,99.64384223521436
2015,Fife,25 to 29,1043.8886367761845,10930,95.506737124994
2016,Fife,25 to 29,1027.9830368452938,11146,92.22887464967646
2017,Fife,25 to 29,952.9077752553916,11282,84.46266400065517
2018,Fife,25 to 29,954.7483725100377,11356,84.07435474727349
2019,Fife,25 to 29,905.2600437250536,11378,79.56231707901684
2020,Fife,25 to 29,843.6039485492073,11306,74.61559778429218
2001,Forth Valley,25 to 29,738.4973237585477,8493,86.95364697498502
2002,Forth Valley,25 to 29,698.6841026641944,8207,85.13270411407267
2003,Forth Valley,25 to 29,711.6689261437409,8062,88.27448848223032
2004,Forth Valley,25 to 29,771.8245535962619,8171,94.45900790555157
2005,Forth Valley,25 to 29,764.6215360253365,8297,92.1563861667273
2006,Forth Valley,25 to 29,800.6295664049164,8502,94.16955615207203
2007,Forth Valley,25 to 29,879.7185226249046,8815,99.79790387123138
2008,Forth Valley,25 to 29,930.9473464967091,8920,104.36629445030371
2009,Forth Valley,25 to 29,917.3544878528106,8727,105.11681996709186
2010,Forth Valley,25 to 29,915.197549770291,8814,103.83453026665428
2011,Forth Valley,25 to 29,855.4653935501503,8868,96.46655317435165
2012,Forth Valley,25 to 29,899.5052257597185,8657,103.90495850291308
2013,Forth Valley,25 to 29,822.6279979284606,8755,93.9609363710406
2014,Forth Valley,25 to 29,864.4901438277597,8907,97.05738675510943
2015,Forth Valley,25 to 29,817.0409330186967,8985,90.93388236156892
2016,Forth Valley,25 to 29,790.9888197389437,9301,85.04341680883171
2017,Forth Valley,25 to 29,799.4524971623156,9602,83.25895617187207
2018,Forth Valley,25 to 29,745.0824464974856,9553,77.99460342274529
2019,Forth Valley,25 to 29,710.8673606514632,9559,74.36628942896361
2020,Forth Valley,25 to 29,690.1238408615017,9493,72.69818190893307
2001,Grampian,25 to 29,1366.6263928836738,16949,80.63168286528254
2002,Grampian,25 to 29,1313.1296964965356,16050,81.81493436115487
2003,Grampian,25 to 29,1262.2465248606127,15422,81.84713557648895
2004,Grampian,25 to 29,1294.5713411581464,15283,84.70662442963727
2005,Grampian,25 to 29,1316.3474930490343,15679,83.95608731736937
2006,Grampian,25 to 29,1418.2438410810228,16252,87.26580365992018
2007,Grampian,25 to 29,1578.5313561083776,17288,91.30792203310838
2008,Grampian,25 to 29,1703.7279513454969,18133,93.957312708625
2009,Grampian,25 to 29,1763.1734151052078,18786,93.85571250426955
2010,Grampian,25 to 29,1718.8124553343544,19328,88.92862455165326
2011,Grampian,25 to 29,1702.2513664935775,19979,85.20203045665836
2012,Grampian,25 to 29,1788.5060880963058,20201,88.53552240464857
2013,Grampian,25 to 29,1673.2661392574603,20582,81.29754830713537
2014,Grampian,25 to 29,1757.8521485926058,21009,83.67138600564547
2015,Grampian,25 to 29,1780.5876747141042,21170,84.1090068358103
2016,Grampian,25 to 29,1724.1191826843642,21019,82.02669882888644
2017,Grampian,25 to 29,1627.230968596292,20738,78.46614758396625
2018,Grampian,25 to 29,1607.896152496784,20172,79.70930757965418
2019,Grampian,25 to 29,1490.8884208837273,19628,75.95722543732053
2020,Grampian,25 to 29,1381.5892910559378,19083,72.39895671833244
2001,Greater Glasgow and Clyde,25 to 29,3198.3199679993904,38710,82.6225773185066
2002,Greater Glasgow and Clyde,25 to 29,2915.3956865424025,36973,78.85201867693729
2003,Greater Glasgow and Clyde,25 to 29,2916.40905445658,35807,81.44801447919625
2004,Greater Glasgow and Clyde,25 to 29,2976.2723480002223,35937,82.81916542839475
2005,Greater Glasgow and Clyde,25 to 29,3028.281279345965,36709,82.49424607987046
2006,Greater Glasgow and Clyde,25 to 29,3023.2430684084743,37824,79.92922663939494
2007,Greater Glasgow and Clyde,25 to 29,3307.7313076016903,39580,83.57077583632366
2008,Greater Glasgow and Clyde,25 to 29,3552.689077730567,41090,86.46116032442363
2009,Greater Glasgow and Clyde,25 to 29,3577.600277843662,41785,85.61924800391677
2010,Greater Glasgow and Clyde,25 to 29,3625.336600306279,42113,86.08592596837742
2011,Greater Glasgow and Clyde,25 to 29,3544.458390270566,42344,83.70627220552063
2012,Greater Glasgow and Clyde,25 to 29,3620.6882135835262,42819,84.55798158722824
2013,Greater Glasgow and Clyde,25 to 29,3421.8605282425847,43471,78.71593771117722
2014,Greater Glasgow and Clyde,25 to 29,3550.1284390717374,44793,79.25632217247644
2015,Greater Glasgow and Clyde,25 to 29,3412.445543655836,46073,74.06605915950418
2016,Greater Glasgow and Clyde,25 to 29,3321.7681335022307,48136,69.0079801708125
2017,Greater Glasgow and Clyde,25 to 29,3334.7646992054483,50104,66.55685572420262
2018,Greater Glasgow and Clyde,25 to 29,3189.721280162164,50597,63.0417076143282
2019,Greater Glasgow and Clyde,25 to 29,3110.2829291774474,50226,61.9257541746794
2020,Greater Glasgow and Clyde,25 to 29,2810.1349087645826,49342,56.9521889822987
2001,Highland,25 to 29,763.1401169546086,7974,95.70355116059802
2002,Highland,25 to 29,676.88119449595,7362,91.94256920618719
2003,Highland,25 to 29,684.4559115557933,7173,95.42115036327802
2004,Highland,25 to 29,726.0507314902375,7092,102.37601966867422
2005,Highland,25 to 29,732.2243826990001,7238,101.16391029276045
2006,Highland,25 to 29,733.0585254532713,7426,98.71512597000691
2007,Highland,25 to 29,794.1759753308849,7776,102.13168407032984
2008,Highland,25 to 29,886.2187619761726,8055,110.02095120747022
2009,Highland,25 to 29,874.0494358418324,8181,106.83894827549595
2010,Highland,25 to 29,887.7141398672792,8461,104.9183476973501
2011,Highland,25 to 29,838.106552336704,8502,98.57757613934415
2012,Highland,25 to 29,869.3742885723155,8373,103.83068058907386
2013,Highland,25 to 29,800.0567173241425,8252,96.95306802279963
2014,Highland,25 to 29,843.1138621724168,8067,104.51392861936493
2015,Highland,25 to 29,808.4229442730078,7972,101.40779531773806
2016,Highland,25 to 29,783.2906317122873,8030,97.54553321448162
2017,Highland,25 to 29,757.3760499432464,7926,95.55589830220116
2018,Highland,25 to 29,728.0676723969906,7854,92.7002384004317
2019,Highland,25 to 29,707.0557394147261,7895,89.55740841225156
2020,Highland,25 to 29,659.2668262040083,7826,84.24058602146798
2001,Lanarkshire,25 to 29,1792.3699689517896,20181,88.81472518466823
2002,Lanarkshire,25 to 29,1669.9045574314434,18853,88.57500437232501
2003,Lanarkshire,25 to 29,1667.526063545406,18542,89.93237318225682
2004,Lanarkshire,25 to 29,1792.726873226901,18525,96.77338047108778
2005,Lanarkshire,25 to 29,1743.1130015282918,18826,92.59072567344586
2006,Lanarkshire,25 to 29,1876.2807496720634,19344,96.99548954053263
2007,Lanarkshire,25 to 29,1937.4999307047326,20206,95.88735676060242
2008,Lanarkshire,25 to 29,2120.835474464717,20613,102.88824889461588
2009,Lanarkshire,25 to 29,2064.938366143733,20793,99.30930438819475
2010,Lanarkshire,25 to 29,2019.2061255742726,20782,97.16129946945783
2011,Lanarkshire,25 to 29,2032.8830452309373,20588,98.74116209592663
2012,Lanarkshire,25 to 29,1966.80383567314,20385,96.48289603498355
2013,Lanarkshire,25 to 29,1906.32141007554,20061,95.02624047034246
2014,Lanarkshire,25 to 29,1976.8896320480014,19792,99.88326758528706
2015,Lanarkshire,25 to 29,1918.4754946451262,19522,98.27248717575691
2016,Lanarkshire,25 to 29,1876.7082667841605,19574,95.87760635456016
2017,Lanarkshire,25 to 29,1859.8889708664396,19889,93.513448180725
2018,Lanarkshire,25 to 29,1794.784235761899,19879,90.28543869218265
2019,Lanarkshire,25 to 29,1782.477445494113,20025,89.01260651655996
2020,Lanarkshire,25 to 29,1601.6132216571941,20016,80.016647764648
2001,Lothian,25 to 29,2184.0330863445015,10256,212.95174398834843
2002,Lothian,25 to 29,2034.1122279691617,9724,209.18472109925563
2003,Lothian,25 to 29,2045.835560986787,9309,219.76963809074948
2004,Lothian,25 to 29,2059.091561439617,9085,226.64739256352416
2005,Lothian,25 to 29,2125.0583881124676,9020,235.59405633175913
2006,Lothian,25 to 29,2251.03822033746,9245,243.48709792725367
2007,Lothian,25 to 29,2423.619361097637,9679,250.39976868453735
2008,Lothian,25 to 29,2666.200866450054,10122,263.40652701541734
2009,Lothian,25 to 29,2663.5347812828245,10219,260.64534507122266
2010,Lothian,25 to 29,2703.543032159265,10349,261.2371274673171
2011,Lothian,25 to 29,2657.801328915004,10399,255.58239531830023
2012,Lothian,25 to 29,2717.312959194233,10374,261.9349295541
2013,Lothian,25 to 29,2607.390824508456,10402,250.6624518850659
2014,Lothian,25 to 29,2672.8680490602665,10673,250.4326851925669
2015,Lothian,25 to 29,2609.3045924850244,10781,242.02806720016923
2016,Lothian,25 to 29,2589.3405298232087,10968,236.0813758044501
2017,Lothian,25 to 29,2485.260480514567,11169,222.5141445531889
2018,Lothian,25 to 29,2400.729739211788,11421,210.2031117425609
2019,Lothian,25 to 29,2317.1934532763703,11645,198.98612737452729
2020,Lothian,25 to 29,2187.0915345498056,11605,188.46114041790656
2001,Orkney,25 to 29,45.61538315015524,516,88.40190532975821
2002,Orkney,25 to 29,40.632692495364495,474,85.72297994802636
2003,Orkney,25 to 29,41.548441915527384,454,91.51639188442155
2004,Orkney,25 to 29,41.63469989430939,453,91.90882978876246
2005,Orkney,25 to 29,43.8457714191018,433,101.26044207644757
2006,Orkney,25 to 29,53.10934215018598,471,112.75868821695538
2007,Orkney,25 to 29,49.102972766960015,485,101.24324281847426
2008,Orkney,25 to 29,57.662151128884446,504,114.40903001762787
2009,Orkney,25 to 29,54.54243892521939,500,109.08487785043879
2010,Orkney,25 to 29,54.14231750893313,530,102.15531605459081
2011,Orkney,25 to 29,55.60253826182017,533,104.31995921542246
2012,Orkney,25 to 29,55.562553896036704,587,94.65511736973885
2013,Orkney,25 to 29,54.660571102023326,570,95.89573877547951
2014,Orkney,25 to 29,50.24814259242919,587,85.60160577926608
2015,Orkney,25 to 29,53.09793065892177,579,91.70627056808596
2016,Orkney,25 to 29,48.938481026601316,595,82.24954794386775
2017,Orkney,25 to 29,50.60174044646236,595,85.04494192682749
2018,Orkney,25 to 29,51.0443223014852,598,85.3583984974669
2019,Orkney,25 to 29,49.55107607758188,595,83.2791194581208
2020,Orkney,25 to 29,49.102901585402336,593,82.80421852513041
2001,Shetland,25 to 29,64.75287148326635,646,100.236643162951
2002,Shetland,25 to 29,51.78190689958036,669,77.40195351207826
2003,Shetland,25 to 29,60.98630947834721,625,97.57809516535553
2004,Shetland,25 to 29,55.99988874673193,606,92.40905733784147
2005,Shetland,25 to 29,55.29438951186727,614,90.05600897698253
2006,Shetland,25 to 29,66.82302204812133,622,107.43251133138477
2007,Shetland,25 to 29,63.058554500727595,590,106.8789059334366
2008,Shetland,25 to 29,74.90690660668166,594,126.10590337825195
2009,Shetland,25 to 29,74.8245518923864,584,128.12423269244246
2010,Shetland,25 to 29,73.10587034201123,605,120.83614932563839
2011,Shetland,25 to 29,65.63811833834382,604,108.67238135487386
2012,Shetland,25 to 29,76.29485012590115,616,123.85527617841095
2013,Shetland,25 to 29,70.977159490687,651,109.02789476296006
2014,Shetland,25 to 29,70.23635401041207,667,105.30188007558031
2015,Shetland,25 to 29,65.0519150481031,670,97.09241051955686
2016,Shetland,25 to 29,73.13278625323566,694,105.37865454356724
2017,Shetland,25 to 29,59.952062050699965,647,92.66161058840798
2018,Shetland,25 to 29,59.002845671071604,636,92.77176992306856
2019,Shetland,25 to 29,55.81302525222135,622,89.7315518524459
2020,Shetland,25 to 29,47.22464851929405,608,77.67211927515469
2001,Tayside,25 to 29,1023.7245471342311,10950,93.49082622230422
2002,Tayside,25 to 29,915.4743827461696,10441,87.68071858501767
2003,Tayside,25 to 29,954.6422706789888,10059,94.90429174659397
2004,Tayside,25 to 29,948.3459420370473,10180,93.15775462053509
2005,Tayside,25 to 29,971.183836933105,10558,91.9855878890988
2006,Tayside,25 to 29,999.353255107725,10978,91.03236064016441
2007,Tayside,25 to 29,1088.276938535098,11666,93.28621108649905
2008,Tayside,25 to 29,1195.8160126635007,12088,98.92587795032269
2009,Tayside,25 to 29,1194.4520042015383,12537,95.27414885551075
2010,Tayside,25 to 29,1183.7104645227157,12791,92.54244895025532
2011,Tayside,25 to 29,1184.4696809237496,12954,91.43659726136711
2012,Tayside,25 to 29,1147.4634886688973,13100,87.59263272281659
2013,Tayside,25 to 29,1093.4833651802776,13201,82.83337362171636
2014,Tayside,25 to 29,1170.9760522368306,13226,88.53591805813024
2015,Tayside,25 to 29,1105.604556180795,13347,82.83543539228253
2016,Tayside,25 to 29,1079.395935451892,13693,78.82830171999504
2017,Tayside,25 to 29,1033.2105372682558,13967,73.97512259384663
2018,Tayside,25 to 29,1006.8904221728452,13878,72.55299194212749
2019,Tayside,25 to 29,974.4137433058547,13670,71.28118092946998
2020,Tayside,25 to 29,894.3167813341311,13343,67.02516535517734
2001,Western Isles,25 to 29,59.247566620316576,652,90.87050095140579
2002,Western Isles,25 to 29,59.957997462672,615,97.49267880109268
2003,Western Isles,25 to 29,61.9582028564882,580,106.82448768360034
2004,Western Isles,25 to 29,54.295544306614005,596,91.09990655472149
2005,Western Isles,25 to 29,56.755915225837335,628,90.37566118763907
2006,Western Isles,25 to 29,68.31905985516882,628,108.78831187128793
2007,Western Isles,25 to 29,67.9688517774236,613,110.87904041994061
2008,Western Isles,25 to 29,69.24847121552945,613,112.9665109551867
2009,Western Isles,25 to 29,62.216751939823126,594,104.74200663269886
2010,Western Isles,25 to 29,64.5860132720776,589,109.65367278790764
2011,Western Isles,25 to 29,63.73949508062312,610,104.49097554200512
2012,Western Isles,25 to 29,65.51405608637164,596,109.92291289659671
2013,Western Isles,25 to 29,66.89801239352109,627,106.69539456701928
2014,Western Isles,25 to 29,62.74077472866849,620,101.1947979494653
2015,Western Isles,25 to 29,61.71591940461064,601,102.68871781133218
2016,Western Isles,25 to 29,65.43459822657928,611,107.09426878327214
2017,Western Isles,25 to 29,59.12703367385547,587,100.72748496397865
2018,Western Isles,25 to 29,56.53295910809651,556,101.67798400736783
2019,Western Isles,25 to 29,54.451731953386684,571,95.36205245777002
2020,Western Isles,25 to 29,49.102901585402336,561,87.52745380642128
2001,Ayrshire and Arran,30 to 34,1134.4416084115887,13658,83.06059513922894
2002,Ayrshire and Arran,30 to 34,1092.7814579877038,13225,82.62997791967516
2003,Ayrshire and Arran,30 to 34,1106.2814099136945,12645,87.48765598368482
2004,Ayrshire and Arran,30 to 34,1105.618197326213,12056,91.70688431703825
2005,Ayrshire and Arran,30 to 34,1061.899611482443,11549,91.9473211085326
2006,Ayrshire and Arran,30 to 34,1092.4666582810733,10975,99.54138116456248
2007,Ayrshire and Arran,30 to 34,1044.9127226110459,10333,101.1238481187502
2008,Ayrshire and Arran,30 to 34,1046.6338748646172,10091,103.71953967541543
2009,Ayrshire and Arran,30 to 34,1050.0150781011757,9989,105.11713666044406
2010,Ayrshire and Arran,30 to 34,1067.3965288412455,9924,107.55708674337419
2011,Ayrshire and Arran,30 to 34,1119.942538945067,10030,111.65927606630778
2012,Ayrshire and Arran,30 to 34,1101.8361215549653,10292,107.05753221482368
2013,Ayrshire and Arran,30 to 34,1109.2684250942013,10219,108.54960613506228
2014,Ayrshire and Arran,30 to 34,1112.1051266213713,10205,108.97649452438719
2015,Ayrshire and Arran,30 to 34,1144.3135959339263,10153,112.70694335998486
2016,Ayrshire and Arran,30 to 34,1122.2035578564742,10174,110.30111636096659
2017,Ayrshire and Arran,30 to 34,1052.3903707907682,10296,102.21351697657035
2018,Ayrshire and Arran,30 to 34,1049.6884185085564,10558,99.42114212053006
2019,Ayrshire and Arran,30 to 34,1042.0802294562448,10653,97.82035383988028
2020,Ayrshire and Arran,30 to 34,1019.7524678432546,10572,96.45785734423521
2001,Borders,30 to 34,329.06523933789214,3740,87.98535811173588
2002,Borders,30 to 34,319.6017956475066,3655,87.4423517503438
2003,Borders,30 to 34,321.8719926678378,3562,90.36271551595671
2004,Borders,30 to 34,313.76054588270193,3403,92.20115953062061
2005,Borders,30 to 34,307.7245760371209,3300,93.24987152640028
2006,Borders,30 to 34,316.983666061706,3104,102.12102643740528
2007,Borders,30 to 34,316.64021897304417,2900,109.18628240449799
2008,Borders,30 to 34,303.92175289510953,2765,109.91745131830363
2009,Borders,30 to 34,310.9267949717074,2641,117.73070616119175
2010,Borders,30 to 34,324.49525267993874,2560,126.75595807810109
2011,Borders,30 to 34,319.2426892593605,2573,124.07411164374678
2012,Borders,30 to 34,339.3929150425994,2615,129.7869655994644
2013,Borders,30 to 34,346.13311427397895,2722,127.16132045333539
2014,Borders,30 to 34,336.65237801111795,2809,119.84776718088926
2015,Borders,30 to 34,328.5307859865674,2822,116.4177129647652
2016,Borders,30 to 34,322.6937269372694,2828,114.10669269351817
2017,Borders,30 to 34,317.2246500189179,2832,112.01435382023936
2018,Borders,30 to 34,319.48450473628816,2769,115.37901940638793
2019,Borders,30 to 34,304.2860982409691,2753,110.52891327314535
2020,Borders,30 to 34,283.73093030212385,2715,104.50494670428134
2001,Dumfries and Galloway,30 to 34,396.05131526314784,4977,79.57631409747796
2002,Dumfries and Galloway,30 to 34,420.39687713477116,4762,88.2815785667306
2003,Dumfries and Galloway,30 to 34,401.41860154280914,4585,87.55040382613068
2004,Dumfries and Galloway,30 to 34,426.7978528119263,4305,99.14003549638242
2005,Dumfries and Galloway,30 to 34,413.53245318455504,4104,100.76326831982335
2006,Dumfries and Galloway,30 to 34,419.69664516360893,3912,107.28441849785504
2007,Dumfries and Galloway,30 to 34,407.8434273439124,3690,110.52667407694105
2008,Dumfries and Galloway,30 to 34,381.9051903690744,3544,107.76105823055146
2009,Dumfries and Galloway,30 to 34,404.28531494595603,3532,114.46356595298867
2010,Dumfries and Galloway,30 to 34,403.87221371448015,3528,114.4762510528572
2011,Dumfries and Galloway,30 to 34,402.2227384531293,3556,113.11100631415334
2012,Dumfries and Galloway,30 to 34,413.8211858852747,3727,111.03332060243486
2013,Dumfries and Galloway,30 to 34,403.61919388538666,3734,108.09298175827175
2014,Dumfries and Galloway,30 to 34,400.49487337862877,3830,104.56785205708323
2015,Dumfries and Galloway,30 to 34,397.91192593937194,3815,104.3019465109756
2016,Dumfries and Galloway,30 to 34,423.194360301812,3753,112.76162011772237
2017,Dumfries and Galloway,30 to 34,400.29965947786604,3761,106.43436838018242
2018,Dumfries and Galloway,30 to 34,388.9658909289362,3862,100.71618097590267
2019,Dumfries and Galloway,30 to 34,383.0151433098662,3808,100.58170780196066
2020,Dumfries and Galloway,30 to 34,381.77759497457373,3835,99.5508722228354
2001,Fife,30 to 34,1124.2547858054438,13184,85.27417974859253
2002,Fife,30 to 34,1106.8677271396507,12892,85.85694439494654
2003,Fife,30 to 34,1118.5666004735356,12419,90.068974995856
2004,Fife,30 to 34,1113.96923847138,11907,93.55582753601915
2005,Fife,30 to 34,1125.9721593106115,11510,97.82555684714261
2006,Fife,30 to 34,1140.9700095236385,10989,103.8283746950258
2007,Fife,30 to 34,1103.098745755665,10504,105.01701692266423
2008,Fife,30 to 34,1161.4724985420312,10233,113.50263837995028
2009,Fife,30 to 34,1109.303103717006,10326,107.4281525970372
2010,Fife,30 to 34,1166.0587374510803,10456,111.52053724666033
2011,Fife,30 to 34,1229.7182290243236,10718,114.73392694759502
2012,Fife,30 to 34,1196.5088820668482,10910,109.67084161932614
2013,Fife,30 to 34,1177.704234155401,11087,106.22388690857771
2014,Fife,30 to 34,1211.1388511426806,10976,110.34428308515676
2015,Fife,30 to 34,1189.6172626611,10887,109.26951985497382
2016,Fife,30 to 34,1200.549099520846,10880,110.34458635301894
2017,Fife,30 to 34,1111.4089103291715,10907,101.89868069397373
2018,Fife,30 to 34,1129.5595446926286,11038,102.33371486615587
2019,Fife,30 to 34,1104.5319614096315,11316,97.60798527833435
2020,Fife,30 to 34,1055.6805264732277,11460,92.11871958754169
2001,Forth Valley,30 to 34,869.5842206518219,10987,79.1466479158844
2002,Forth Valley,30 to 34,882.7395335220065,10700,82.49902182448658
2003,Forth Valley,30 to 34,899.5830787443673,10454,86.05156674424788
2004,Forth Valley,30 to 34,945.4571582206893,10118,93.44308739085682
2005,Forth Valley,30 to 34,922.5859065716547,9914,93.058897172852
2006,Forth Valley,30 to 34,916.1427108228065,9582,95.61080263231126
2007,Forth Valley,30 to 34,921.2335943455063,9188,100.26486660268898
2008,Forth Valley,30 to 34,922.7149879196867,8935,103.26972444540422
2009,Forth Valley,30 to 34,897.9050757293396,8886,101.04716134698847
2010,Forth Valley,30 to 34,930.7228177641654,8864,105.00031788855655
2011,Forth Valley,30 to 34,908.7467887400929,8891,102.2097389202669
2012,Forth Valley,30 to 34,968.7583732882619,9096,106.50377894549932
2013,Forth Valley,30 to 34,920.0814329339071,9145,100.61032618194719
2014,Forth Valley,30 to 34,969.7830759728228,8977,108.02975113877942
2015,Forth Valley,30 to 34,931.101234343801,9106,102.25139845638053
2016,Forth Valley,30 to 34,923.7709974114667,9210,100.30086834000724
2017,Forth Valley,30 to 34,932.4287741203178,9084,102.64517548660477
2018,Forth Valley,30 to 34,881.5045023973804,9319,94.59217752949677
2019,Forth Valley,30 to 34,867.3482560121948,9493,91.36713957781468
2020,Forth Valley,30 to 34,863.616512114867,9480,91.09878819777077
2001,Grampian,30 to 34,1609.209280176765,20130,79.94084849362966
2002,Grampian,30 to 34,1659.0494778959696,19819,83.71004984590391
2003,Grampian,30 to 34,1595.5391239593678,19390,82.2867005652072
2004,Grampian,30 to 34,1585.8030631733138,18809,84.31086518014322
2005,Grampian,30 to 34,1588.2938002909277,18237,87.09183529587804
2006,Grampian,30 to 34,1622.8650698100664,17504,92.7139550851272
2007,Grampian,30 to 34,1653.024322638764,17097,96.68505133291009
2008,Grampian,30 to 34,1688.6619011913688,16864,100.13412601941228
2009,Grampian,30 to 34,1725.7912614779927,16949,101.82260083060905
2010,Grampian,30 to 34,1747.970120809937,17497,99.90113281190702
2011,Grampian,30 to 34,1808.2735720142116,17930,100.85184450720645
2012,Grampian,30 to 34,1926.203649408437,18711,102.94498687448224
2013,Grampian,30 to 34,1871.4912584602746,19503,95.95914774446365
2014,Grampian,30 to 34,1971.954539839407,20214,97.55390025919694
2015,Grampian,30 to 34,2029.1607369758576,20621,98.4026350310779
2016,Grampian,30 to 34,2013.5446384314591,20877,96.44798766256929
2017,Grampian,30 to 34,1897.8951002648505,20535,92.42245435913566
2018,Grampian,30 to 34,1902.2964565547888,20307,93.67688267862259
2019,Grampian,30 to 34,1819.072788174178,20379,89.26212219314873
2020,Grampian,30 to 34,1728.9119054741252,20216,85.52195812594604
2001,Greater Glasgow and Clyde,30 to 34,3766.037448332349,45696,82.41503519634867
2002,Greater Glasgow and Clyde,30 to 34,3683.4028691324293,44462,82.84384123819058
2003,Greater Glasgow and Clyde,30 to 34,3686.4785572443293,42443,86.85716271810026
2004,Greater Glasgow and Clyde,30 to 34,3645.825962804324,40307,90.4514343117653
2005,Greater Glasgow and Clyde,30 to 34,3653.8986908247252,38455,95.0175189396626
2006,Greater Glasgow and Clyde,30 to 34,3459.4301989182586,36499,94.78150631300196
2007,Greater Glasgow and Clyde,30 to 34,3463.8274894324722,35246,98.27576148874971
2008,Greater Glasgow and Clyde,30 to 34,3521.2726818295423,34881,100.95102439234948
2009,Greater Glasgow and Clyde,30 to 34,3501.7493138616883,35615,98.32231682891164
2010,Greater Glasgow and Clyde,30 to 34,3686.8362429811127,36654,100.58482683966587
2011,Greater Glasgow and Clyde,30 to 34,3765.219732167259,38085,98.86358755854691
2012,Greater Glasgow and Clyde,30 to 34,3899.4459659894446,39339,99.12417616079323
2013,Greater Glasgow and Clyde,30 to 34,3827.2346018536705,40508,94.48095689379062
2014,Greater Glasgow and Clyde,30 to 34,3982.526003705991,40833,97.53204525031204
2015,Greater Glasgow and Clyde,30 to 34,3888.828734797604,41262,94.24721862240328
2016,Greater Glasgow and Clyde,30 to 34,3879.388665528447,42021,92.32023667995637
2017,Greater Glasgow and Clyde,30 to 34,3889.4500567536893,42988,90.47757645746927
2018,Greater Glasgow and Clyde,30 to 34,3773.748372510038,44128,85.51822816601789
2019,Greater Glasgow and Clyde,30 to 34,3794.9392863589865,45761,82.92955325187357
2020,Greater Glasgow and Clyde,30 to 34,3516.5846545019444,46990,74.83687283468706
2001,Highland,30 to 34,898.6012304996285,10260,87.58296593563631
2002,Highland,30 to 34,855.1930516248658,9993,85.57921060991353
2003,Highland,30 to 34,865.1845451768121,9717,89.03823661385326
2004,Highland,30 to 34,889.3858819602825,9490,93.71821727716359
2005,Highland,30 to 34,883.4957741810749,9168,96.3673401157368
2006,Highland,30 to 34,838.8226626655406,8853,94.75010309110365
2007,Highland,30 to 34,831.6541819693716,8480,98.07242711902968
2008,Highland,30 to 34,878.3819378488711,8164,107.59210409711795
2009,Highland,30 to 34,855.5181614881578,8106,105.54134733384626
2010,Highland,30 to 34,902.7731835970733,8114,111.26117618894175
2011,Highland,30 to 34,890.3067778081444,8352,106.59803374139659
2012,Highland,30 to 34,936.3076472008554,8508,110.05026412798017
2013,Highland,30 to 34,894.836223369109,8781,101.90595870277976
2014,Highland,30 to 34,945.8032118591723,8811,107.34345838828423
2015,Highland,30 to 34,921.2801597386095,8845,104.15829957474388
2016,Highland,30 to 34,914.7805254171946,8755,104.4866391110445
2017,Highland,30 to 34,883.3535754824064,8764,100.79342486106874
2018,Highland,30 to 34,861.3743811639964,8689,99.13389126067399
2019,Highland,30 to 34,862.697595122049,8631,99.95337679551027
2020,Highland,30 to 34,825.0022434938678,8416,98.02783311476567
2001,Lanarkshire,30 to 34,2110.5244290367436,25158,83.89078738519531
2002,Lanarkshire,30 to 34,2109.8100907582707,24825,84.98731483417002
2003,Lanarkshire,30 to 34,2107.8315703047433,23997,87.83729509125071
2004,Lanarkshire,30 to 34,2196.0255697094435,23094,95.0907408724969
2005,Lanarkshire,30 to 34,2103.2254690751074,22252,94.51849132999763
2006,Lanarkshire,30 to 34,2146.98657706061,21480,99.95282016110849
