Registration Year,nhs_board,age_group,births,population,birth_rate
2013,Ayrshire and Arran,40 and over,145.49704448452596,112534,1.2929163140430977
2014,Ayrshire and Arran,40 and over,140.09234977499338,112693,1.243132668178089
2015,Ayrshire and Arran,40 and over,137.62185514612452,112898,1.2189928532491676
2016,Ayrshire and Arran,40 and over,140.70854216004847,113277,1.242163388508245
2017,Ayrshire and Arran,40 and over,128.1737608777904,113399,1.1302900455717457
2018,Ayrshire and Arran,40 and over,135.66929793786304,113423,1.196135686217637
2019,Ayrshire and Arran,40 and over,131.2510179112261,113722,1.1541391983189366
2020,Ayrshire and Arran,40 and over,134.19332507157816,113712,1.1801157755696687
2001,Borders,40 and over,25.66570791824606,30464,0.842493038282762
2002,Borders,40 and over,26.185107836439936,30874,0.8481281284070719
2003,Borders,40 and over,29.435729015504467,31485,0.9349127843577725
2004,Borders,40 and over,32.7902690474866,32055,1.0229377335044954
2005,Borders,40 and over,33.93028779760261,32500,1.0440088553108495
2006,Borders,40 and over,36.5934664246824,32984,1.1094308278159835
2007,Borders,40 and over,39.15944840967362,33611,1.1650783496377264
2008,Borders,40 and over,40.55956010997251,34156,1.187479801790974
2009,Borders,40 and over,42.019787890082334,34579,1.215182275082632
2010,Borders,40 and over,43.02633996937213,34992,1.2296050517081656
2011,Borders,40 and over,43.11328231757311,35364,1.2191291233337038
2012,Borders,40 and over,43.23514194060226,35617,1.2138906123649456
2013,Borders,40 and over,45.400503598407056,35826,1.2672501423102511
2014,Borders,40 and over,42.40824141886526,36054,1.176242342565742
2015,Borders,40 and over,39.511036485750594,36174,1.0922495849436225
2016,Borders,40 and over,40.46125461254612,36370,1.112489816127196
2017,Borders,40 and over,38.635735906167234,36438,1.0603143944828815
2018,Borders,40 and over,41.292480411647766,36454,1.1327283812928008
2019,Borders,40 and over,38.325129871432296,36567,1.0480796858214316
2020,Borders,40 and over,37.33729327806504,36595,1.0202840081449662
2001,Dumfries and Galloway,40 and over,30.89034076839559,42274,0.7307172438944881
2002,Dumfries and Galloway,40 and over,34.4432907192349,42885,0.8031547328724473
2003,Dumfries and Galloway,40 and over,36.710398686320936,43475,0.8444024999728794
2004,Dumfries and Galloway,40 and over,44.603493352617235,44229,1.008467144918882
2005,Dumfries and Galloway,40 and over,45.596862398497485,44979,1.0137366859756216
2006,Dumfries and Galloway,40 and over,48.450935293166346,45290,1.0697932279347835
2007,Dumfries and Galloway,40 and over,50.438708336220635,45714,1.1033536408150815
2008,Dumfries and Galloway,40 and over,50.9667583104224,46282,1.1012220368701093
2009,Dumfries and Galloway,40 and over,54.63660081997763,46637,1.171529061045471
2010,Dumfries and Galloway,40 and over,53.55130168453292,46880,1.1423059233048831
2011,Dumfries and Galloway,40 and over,54.319622847772614,47106,1.1531359667085426
2012,Dumfries and Galloway,40 and over,52.71653271705012,47175,1.1174675721685239
2013,Dumfries and Galloway,40 and over,52.9406575352251,47194,1.1217666977841483
2014,Dumfries and Galloway,40 and over,50.450507367863764,47266,1.0673741667977776
2015,Dumfries and Galloway,40 and over,47.855218732982394,47307,1.011588533049705
2016,Dumfries and Galloway,40 and over,53.06262047695103,47416,1.1190868162002496
2017,Dumfries and Galloway,40 and over,48.75368898978433,47320,1.0302977385837768
2018,Dumfries and Galloway,40 and over,50.272755623124006,47188,1.0653716119166738
2019,Dumfries and Galloway,40 and over,48.24112963074393,47299,1.019918595123447
2020,Dumfries and Galloway,40 and over,50.239647878295806,47227,1.0637907950599403
2001,Fife,40 and over,87.68715594582754,91746,0.9557599889458673
2002,Fife,40 and over,90.68613252659316,92881,0.9763690370107251
2003,Fife,40 and over,102.29477583441533,93942,1.0889141793278334
2004,Fife,40 and over,116.41792290148523,94976,1.2257614860752741
2005,Fife,40 and over,124.15179804452302,96182,1.2908007532025016
2006,Fife,40 and over,131.7167166807425,97379,1.352619319162679
2007,Fife,40 and over,136.42214676737578,98461,1.385545005305408
2008,Fife,40 and over,155.00309922519372,99617,1.5559904356203633
2009,Fife,40 and over,149.91529156642835,100553,1.49090819335503
2010,Fife,40 and over,154.61316998468607,101338,1.5257175983805291
2011,Fife,40 and over,166.07174091281772,102440,1.6211610788053272
2012,Fife,40 and over,152.42283812217585,103353,1.4747790400102159
2013,Fife,40 and over,154.47341821883316,103958,1.4859214126746683
2014,Fife,40 and over,152.56766963734228,104661,1.457731816410528
2015,Fife,40 and over,143.07033944454528,105130,1.3608897502572554
2016,Fife,40 and over,150.5319711406069,105556,1.4260863536000503
2017,Fife,40 and over,135.36180476730988,105702,1.280598330848138
2018,Fife,40 and over,145.99241804077496,106066,1.3764299402332036
2019,Fife,40 and over,139.1168742603847,106850,1.301982913059286
2020,Fife,40 and over,138.9212426819367,107518,1.2920742822777274
2001,Forth Valley,40 and over,67.82392045562773,71777,0.9449255395966358
2002,Forth Valley,40 and over,72.32321655118572,72599,0.9962012775821393
2003,Forth Valley,40 and over,82.26836859390514,73432,1.1203340314019112
2004,Forth Valley,40 and over,98.80717954423245,74554,1.325310238809889
2005,Forth Valley,40 and over,101.72604908946953,75655,1.344604442396002
2006,Forth Valley,40 and over,105.76203482417208,76683,1.3792109701520816
2007,Forth Valley,40 and over,113.93056614233248,77799,1.464421986687907
2008,Forth Valley,40 and over,123.13996500874782,78914,1.5604324328857722
2009,Forth Valley,40 and over,121.3461864263206,79963,1.5175291875782624
2010,Forth Valley,40 and over,123.40888208269526,80896,1.525525144416229
2011,Forth Valley,40 and over,122.72499316753212,81886,1.4987298581873838
2012,Forth Valley,40 and over,123.4097823462454,82955,1.4876714163853342
2013,Forth Valley,40 and over,120.68235798346339,83714,1.4416030530552046
2014,Forth Valley,40 and over,122.16398129356746,84374,1.4478865680608655
2015,Forth Valley,40 and over,111.9796877836268,85057,1.3165252452311602
2016,Forth Valley,40 and over,115.82789006994547,85609,1.352987303553896
2017,Forth Valley,40 and over,113.5632803632236,86035,1.3199660645460987
2018,Forth Valley,40 and over,113.93199625774764,86378,1.318993218849101
2019,Forth Valley,40 and over,109.24335599815473,86976,1.2560172461156494
2020,Forth Valley,40 and over,113.64676723216958,87228,1.3028702622113264
2001,Grampian,40 and over,125.51157164898379,130435,0.9622537788859109
2002,Grampian,40 and over,135.9266126671221,132135,1.0286949912371597
2003,Grampian,40 and over,145.91470633162757,134129,1.0878684425562524
2004,Grampian,40 and over,165.72800430179305,136465,1.2144359674773242
2005,Grampian,40 and over,175.1282476200998,138904,1.260786209325144
2006,Grampian,40 and over,187.34800812204634,141149,1.327306662619263
2007,Grampian,40 and over,204.43240246691153,143285,1.4267536899669298
2008,Grampian,40 and over,225.35861034741316,144834,1.5559786400114142
2009,Grampian,40 and over,233.22976315521973,146667,1.5901993165144153
2010,Grampian,40 and over,231.77151607963245,148258,1.5632985476644259
2011,Grampian,40 and over,244.2048373872643,149808,1.6301188013141106
2012,Grampian,40 and over,245.3783932944707,151056,1.6244200382273508
2013,Grampian,40 and over,245.47390038752076,152158,1.6132829058447191
2014,Grampian,40 and over,248.40794141004147,153174,1.6217369880661305
2015,Grampian,40 and over,244.03875476493013,153667,1.5881012498775282
2016,Grampian,40 and over,252.47017679132014,154259,1.6366641608678918
2017,Grampian,40 and over,231.15030268634126,154771,1.493498799428454
2018,Grampian,40 and over,245.86650684130512,155320,1.5829674661428348
2019,Grampian,40 and over,229.11398599995988,156416,1.4647733352084178
2020,Grampian,40 and over,227.51446519379516,157606,1.4435647449576485
2001,Greater Glasgow and Clyde,40 and over,293.73511876416694,285236,1.0297967955102685
2002,Greater Glasgow and Clyde,40 and over,301.78272665170294,286684,1.0526667921882733
2003,Greater Glasgow and Clyde,40 and over,337.1345948216604,287905,1.1709924969057863
2004,Greater Glasgow and Clyde,40 and over,381.0154456620497,289432,1.316424741086161
2005,Greater Glasgow and Clyde,40 and over,402.8857095509032,291105,1.383987597433583
2006,Greater Glasgow and Clyde,40 and over,399.366138973244,292810,1.363908811083105
2007,Greater Glasgow and Clyde,40 and over,428.3775899106091,294452,1.4548299550032233
2008,Greater Glasgow and Clyde,40 and over,469.92776805798553,296703,1.5838322095091237
2009,Greater Glasgow and Clyde,40 and over,473.2392504997797,298925,1.5831370761889425
2010,Greater Glasgow and Clyde,40 and over,488.85482388973963,301011,1.6240430545386701
2011,Greater Glasgow and Clyde,40 and over,508.48770155780267,303474,1.6755560659489863
2012,Greater Glasgow and Clyde,40 and over,496.74902555965645,304655,1.6305296993637277
2013,Greater Glasgow and Clyde,40 and over,501.99871421683304,304961,1.6461079095911708
2014,Greater Glasgow and Clyde,40 and over,501.68047295508694,305768,1.6407226163466646
2015,Greater Glasgow and Clyde,40 and over,467.69332002178254,306186,1.5274810736669298
2016,Greater Glasgow and Clyde,40 and over,486.4207743569973,307046,1.5841951185066643
2017,Greater Glasgow and Clyde,40 and over,473.7077185017026,307185,1.5420926103218016
2018,Greater Glasgow and Clyde,40 and over,487.7464429111605,307369,1.5868433150745864
2019,Greater Glasgow and Clyde,40 and over,477.9762921956796,308699,1.548357112253942
2020,Greater Glasgow and Clyde,40 and over,462.76150591855054,309372,1.4958092714225932
2001,Highland,40 and over,70.08712546905655,82466,0.849891172956813
2002,Highland,40 and over,70.06632185029765,83562,0.8384950318362133
2003,Highland,40 and over,79.12256549301154,85080,0.9299784378586217
2004,Highland,40 and over,92.94732157757134,86939,1.0691096237312523
2005,Highland,40 and over,97.41589791747225,88828,1.0966800774245986
2006,Highland,40 and over,96.83599575928555,90213,1.0734150927170756
2007,Highland,40 and over,102.85212389993764,91691,1.1217254027106003
2008,Highland,40 and over,117.22354411397151,92916,1.261607732941275
2009,Highland,40 and over,115.61786331447158,93889,1.2314314063891572
2010,Highland,40 and over,119.70290964777948,95001,1.2600173645306836
2011,Highland,40 and over,120.23469527193222,95945,1.2531627002129577
2012,Highland,40 and over,119.27589596771412,96544,1.2354563304577615
2013,Highland,40 and over,117.37107345036341,96963,1.2104727932341555
2014,Highland,40 and over,119.14322774199242,97423,1.2229476380525381
2015,Highland,40 and over,110.7985478308223,97720,1.133836961019467
2016,Highland,40 and over,114.70061133447155,98140,1.16874476599217
2017,Highland,40 and over,107.58626560726447,98413,1.0932119293920972
2018,Highland,40 and over,111.33023428059097,98464,1.1306694251766225
2019,Highland,40 and over,108.657600738111,98793,1.0998512115039627
2020,Highland,40 and over,108.56536045468143,98989,1.0967416627572906
2001,Lanarkshire,40 and over,164.61204975332862,158145,1.0408931661028085
2002,Lanarkshire,40 and over,172.85761686347226,160191,1.0790719632405832
2003,Lanarkshire,40 and over,192.7647025127931,162238,1.188160002667643
2004,Lanarkshire,40 and over,229.50071387513677,164779,1.3927788970386807
2005,Lanarkshire,40 and over,231.90557734445488,167198,1.3870116708600275
2006,Lanarkshire,40 and over,247.854036764838,169269,1.4642612455017636
2007,Lanarkshire,40 and over,250.92169634813942,171483,1.4632453149766416
2008,Lanarkshire,40 and over,280.5310172456886,173719,1.6148551237670525
2009,Lanarkshire,40 and over,273.1467488903195,175920,1.5526759259340581
2010,Lanarkshire,40 and over,272.2777947932619,178026,1.5294271330775384
2011,Lanarkshire,40 and over,291.63723011751847,180023,1.619999834007424
2012,Lanarkshire,40 and over,269.8403814977062,181587,1.4860115619383887
2013,Lanarkshire,40 and over,279.66391056663747,182690,1.5308112680860335
2014,Lanarkshire,40 and over,279.36085767228445,183799,1.5199258846472747
2015,Lanarkshire,40 and over,262.93699400980216,184485,1.4252486327332963
2016,Lanarkshire,40 and over,274.8144517266068,185410,1.4821986501623798
2017,Lanarkshire,40 and over,264.19967839576236,185828,1.4217431086583419
2018,Lanarkshire,40 and over,274.4439246871711,186520,1.471391404070186
2019,Lanarkshire,40 and over,273.92426339330484,187657,1.459707143316289
2020,Lanarkshire,40 and over,263.74710482458016,188412,1.3998423923347778
2001,Lothian,40 and over,200.58256347739956,82234,2.4391682695405743
2002,Lothian,40 and over,210.55801698057968,83593,2.518847475034748
2003,Lothian,40 and over,236.49698312075154,85132,2.7780033726536617
2004,Lothian,40 and over,263.6001001279413,86779,3.0376024168052327
2005,Lothian,40 and over,282.7199911616859,88199,3.205478419955849
2006,Lothian,40 and over,297.3589692907585,89753,3.3130811147344215
2007,Lothian,40 and over,313.8780403298455,91551,3.4284501570692343
2008,Lothian,40 and over,352.66858285428646,93432,3.7746016659633366
2009,Lothian,40 and over,352.3281265882831,94834,3.715208960797637
2010,Lothian,40 and over,364.5565084226646,96280,3.7864199046807703
2011,Lothian,40 and over,381.2879543591145,97733,3.9013225252382973
2012,Lothian,40 and over,372.80828532993,99064,3.763307410663107
2013,Lothian,40 and over,382.5132060646106,100123,3.820432928144488
2014,Lothian,40 and over,377.7118856436954,101227,3.7313353714295134
2015,Lothian,40 and over,357.618696678163,102211,3.498827882303891
2016,Lothian,40 and over,379.1682546676213,103403,3.6668980074816133
2017,Lothian,40 and over,353.0345251608021,104272,3.3857078138023833
2018,Lothian,40 and over,367.10022219623437,105018,3.4955933477711856
2019,Lothian,40 and over,356.09735844515313,106226,3.3522617668475996
2020,Lothian,40 and over,360.16127515918123,107152,3.361218410847966
2001,Orkney,40 and over,4.189336939751233,5200,0.8056417191829294
2002,Orkney,40 and over,4.206031033473212,5283,0.7961444318518288
2003,Orkney,40 and over,4.802967234400061,5409,0.887958445997423
2004,Orkney,40 and over,5.329977193080047,5516,0.9662757782958751
2005,Orkney,40 and over,5.83328730044744,5660,1.0306161308211024
2006,Orkney,40 and over,7.015669080519667,5801,1.2093896018823769
2007,Orkney,40 and over,6.359226664818793,5941,1.0703966781381575
2008,Orkney,40 and over,7.627193201699575,6028,1.2652941608658885
2009,Orkney,40 and over,7.214786704164266,6103,1.1821705233760882
2010,Orkney,40 and over,7.300765696784073,6205,1.1765939882004952
2011,Orkney,40 and over,7.9767354468434,6288,1.268564797525986
2012,Orkney,40 and over,7.623038184264082,6312,1.207705669243359
2013,Orkney,40 and over,8.018893869314427,6378,1.2572740466156205
2014,Orkney,40 and over,7.100732374481603,6437,1.103112066876123
2015,Orkney,40 and over,7.2773461608277366,6512,1.1175285873506968
2016,Orkney,40 and over,7.166271961227075,6566,1.0914212551366242
2017,Orkney,40 and over,7.188043889519485,6603,1.088602739591017
2018,Orkney,40 and over,7.805285931470004,6664,1.171261394278212
2019,Orkney,40 and over,7.614818380568425,6749,1.1282883954020484
2020,Orkney,40 and over,8.086064698089826,6825,1.1847713843355057
2001,Shetland,40 and over,5.9469323225204285,5292,1.1237589422752132
2002,Shetland,40 and over,5.3601249146091545,5369,0.998346976086637
2003,Shetland,40 and over,7.049969449324066,5405,1.3043421737879863
2004,Shetland,40 and over,7.16897517197901,5537,1.2947399624307405
2005,Shetland,40 and over,7.356423428897605,5619,1.3092050950164806
2006,Shetland,40 and over,8.827226824315826,5701,1.5483646420480313
2007,Shetland,40 and over,8.166585822188345,5749,1.42052284261408
2008,Shetland,40 and over,9.908222944263935,5837,1.6974855138365488
2009,Shetland,40 and over,9.89767221224545,5958,1.6612407204171618
2010,Shetland,40 and over,9.857886676875957,6013,1.6394290166100043
2011,Shetland,40 and over,9.416438917737086,6092,1.5457056660763437
2012,Shetland,40 and over,10.467455417198442,6165,1.6978840903809314
2013,Shetland,40 and over,10.412593531796347,6193,1.6813488667521954
2014,Shetland,40 and over,9.925333098032295,6244,1.5895792918053004
2015,Shetland,40 and over,8.91570157923398,6239,1.42902734079724
2016,Shetland,40 and over,10.709147987002257,6262,1.710180132066793
2017,Shetland,40 and over,8.516269390843737,6296,1.3526476160806444
2018,Shetland,40 and over,9.022239114333606,6292,1.4339223004344575
2019,Shetland,40 and over,8.577130593497403,6312,1.3588609939000953
2020,Shetland,40 and over,7.776761676851417,6351,1.2244940445365167
2001,Tayside,40 and over,94.01931465361245,106253,0.8848626829700098
2002,Tayside,40 and over,94.76393090660682,107260,0.8834973979732129
2003,Tayside,40 and over,110.3558962804552,108332,1.0186823494485029
2004,Tayside,40 and over,121.40503606460106,109601,1.1077000763186564
2005,Tayside,40 and over,129.2073137049108,110879,1.165300135326895
2006,Tayside,40 and over,132.0131534024546,111891,1.1798371039891913
2007,Tayside,40 and over,140.94054466079967,113003,1.2472283449182735
2008,Tayside,40 and over,158.17515621094728,114086,1.3864554477407156
2009,Tayside,40 and over,158.00020330024057,114859,1.3756014182627445
2010,Tayside,40 and over,159.61623277182235,115494,1.3820305190903628
2011,Tayside,40 and over,169.9239204700738,116374,1.4601536466055458
2012,Tayside,40 and over,157.42901245214034,117059,1.3448689332058221
2013,Tayside,40 and over,160.41777238066325,117345,1.3670609943386018
2014,Tayside,40 and over,165.47452572134475,117942,1.4030161072505534
2015,Tayside,40 and over,151.52882555817754,118047,1.2836313125973344
2016,Tayside,40 and over,158.0605826953792,118199,1.3372412854201743
2017,Tayside,40 and over,146.76891789632992,118293,1.2407236091428058
2018,Tayside,40 and over,153.96555958367443,118314,1.3013300165971435
2019,Tayside,40 and over,149.74414826403515,118769,1.2608016255423145
2020,Tayside,40 and over,147.27242425537372,118859,1.2390515169686243
2001,Western Isles,40 and over,5.4413226918607975,7472,0.7282284116516057
2002,Western Isles,40 and over,6.206460427442178,7543,0.8228106094978362
2003,Western Isles,40 and over,7.162319560070267,7617,0.9403071498057328
2004,Western Isles,40 and over,6.950788971092693,7731,0.8990801928719043
2005,Western Isles,40 and over,7.5508663389125195,7856,0.9611591571935488
2006,Western Isles,40 and over,9.024851305457226,7917,1.139933220343214
2007,Western Isles,40 and over,8.802508488670224,8013,1.0985284523487113
2008,Western Isles,40 and over,9.159760059985004,8138,1.125554197589703
2009,Western Isles,40 and over,8.229932572086877,8261,0.9962392654747461
2010,Western Isles,40 and over,8.709035222052067,8400,1.036789907387151
2011,Western Isles,40 and over,9.144062585405848,8478,1.0785636453651626
2012,Western Isles,40 and over,8.988358456072575,8476,1.060448142528619
2013,Western Isles,40 and over,9.814168616175866,8448,1.1617150350586962
2014,Western Isles,40 and over,8.866107826700786,8480,1.0455315833373569
2015,Western Isles,40 and over,8.458486113632238,8463,0.9994666328290486
2016,Western Isles,40 and over,9.581869251528335,8458,1.1328764780714513
2017,Western Isles,40 and over,8.399073023079833,8489,0.9894066466108885
2018,Western Isles,40 and over,8.644563988617316,8517,1.0149775729267718
2019,Western Isles,40 and over,8.36793228633893,8542,0.9796221360733938
2020,Western Isles,40 and over,8.086064698089826,8554,0.9452963172889673
