ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,nhs_board,age_group
2024-12-31,-6.08185482627028,0.4335163245836931,1.8957635068918042,-6.082061331536511,-6.081662217981814,7.241135076721133,7.241135076721133,7.241135076721133,7.241135076721133,7.241135076721133,7.241135076721133,0.0,0.0,0.0,1.1592802504508537,Ayrshire and Arran,0 up to 19
2001-01-01,14.172829035306677,64.92134038861037,68.08038116121158,14.172829035306677,14.172829035306677,52.219134908592224,52.219134908592224,52.219134908592224,52.219134908592224,52.219134908592224,52.219134908592224,0.0,0.0,0.0,66.3919639438989,Ayrshire and Arran,20 to 24
2002-01-01,14.353820215604042,65.33083891472467,68.37226746216228,14.353820215604042,14.353820215604042,52.492701512768704,52.492701512768704,52.492701512768704,52.492701512768704,52.492701512768704,52.492701512768704,0.0,0.0,0.0,66.84652172837275,Ayrshire and Arran,20 to 24
2003-01-01,14.53481139832164,66.13387466259573,69.02973628752619,14.53481139832164,14.53481139832164,52.989357051970174,52.989357051970174,52.989357051970174,52.989357051970174,52.989357051970174,52.989357051970174,0.0,0.0,0.0,67.52416845029181,Ayrshire and Arran,20 to 24
2004-01-01,14.715802586065955,66.92285512024046,69.9626571204808,14.715802586065955,14.715802586065955,53.70788071842816,53.70788071842816,53.70788071842816,53.70788071842816,53.70788071842816,53.70788071842816,0.0,0.0,0.0,68.42368330449412,Ayrshire and Arran,20 to 24
2005-01-01,14.897289636462261,65.65489220869063,68.62964585308735,14.897289636462261,14.897289636462261,52.21913490859121,52.21913490859121,52.21913490859121,52.21913490859121,52.21913490859121,52.21913490859121,0.0,0.0,0.0,67.11642454505346,Ayrshire and Arran,20 to 24
2006-01-01,15.078280819769622,66.14406307202528,69.03199253559463,15.078280819769622,15.078280819769622,52.492701512768114,52.492701512768114,52.492701512768114,52.492701512768114,52.492701512768114,52.492701512768114,0.0,0.0,0.0,67.57098233253774,Ayrshire and Arran,20 to 24
2007-01-01,15.259100036801875,66.80109663828702,69.72620139022217,15.259100036801875,15.259100036801875,52.98935705197152,52.98935705197152,52.98935705197152,52.98935705197152,52.98935705197152,52.98935705197152,0.0,0.0,0.0,68.24845708877339,Ayrshire and Arran,20 to 24
2008-01-01,15.434920726980067,67.61150793764345,70.6877858521088,15.434920726980067,15.434920726980067,53.70788071843667,53.70788071843667,53.70788071843667,53.70788071843667,53.70788071843667,53.70788071843667,0.0,0.0,0.0,69.14280144541674,Ayrshire and Arran,20 to 24
2009-01-01,15.609825182647972,66.27004797067781,69.31427442111139,15.609825182647972,15.609825182647972,52.21913490858973,52.21913490858973,52.21913490858973,52.21913490858973,52.21913490858973,52.21913490858973,0.0,0.0,0.0,67.8289600912377,Ayrshire and Arran,20 to 24
2010-01-01,13.093975880067747,64.18106859541803,67.14301465740178,13.093975880067747,13.093975880067747,52.49270151276687,52.49270151276687,52.49270151276687,52.49270151276687,52.49270151276687,52.49270151276687,0.0,0.0,0.0,65.58667739283462,Ayrshire and Arran,20 to 24
2011-01-01,10.575030669576932,62.0141140584319,65.0427376345245,10.575030669576932,10.575030669576932,52.989357051968454,52.989357051968454,52.989357051968454,52.989357051968454,52.989357051968454,52.989357051968454,0.0,0.0,0.0,63.56438772154539,Ayrshire and Arran,20 to 24
2012-01-01,8.055124733019719,60.14686744881319,63.13973186773267,8.055124733019719,8.055124733019719,53.70788071843431,53.70788071843431,53.70788071843431,53.70788071843431,53.70788071843431,53.70788071843431,0.0,0.0,0.0,61.76300545145403,Ayrshire and Arran,20 to 24
2013-01-01,5.526076274478706,56.174406056570994,59.31071595116897,5.526076274478706,5.526076274478706,52.21913490859233,52.21913490859233,52.21913490859233,52.21913490859233,52.21913490859233,52.21913490859233,0.0,0.0,0.0,57.745211183071035,Ayrshire and Arran,20 to 24
2014-01-01,3.0014334552717483,54.15166934929435,57.089640355381334,3.0014334552717483,3.0014334552717483,52.49270151277149,52.49270151277149,52.49270151277149,52.49270151277149,52.49270151277149,52.49270151277149,0.0,0.0,0.0,55.49413496804324,Ayrshire and Arran,20 to 24
2015-01-01,0.4766838291966744,51.93614943827535,54.877768031665816,0.4766838291966744,0.4766838291966744,52.98935705196888,52.98935705196888,52.98935705196888,52.98935705196888,52.98935705196888,52.98935705196888,0.0,0.0,0.0,53.466040881165554,Ayrshire and Arran,20 to 24
2016-01-01,-2.048065828579982,50.18264677389033,53.05100723159502,-2.048065828579982,-2.048065828579982,53.70788071843221,53.70788071843221,53.70788071843221,53.70788071843221,53.70788071843221,53.70788071843221,0.0,0.0,0.0,51.65981488985223,Ayrshire and Arran,20 to 24
2017-01-01,-4.579732614391562,46.21984566254592,49.09645559448381,-4.579732614391562,-4.579732614391562,52.21913490858959,52.21913490858959,52.21913490858959,52.21913490858959,52.21913490858959,52.21913490858959,0.0,0.0,0.0,47.63940229419803,Ayrshire and Arran,20 to 24
2018-01-01,-7.104482277837541,43.84610447120034,46.792931530170804,-7.104482277837541,-7.104482277837541,52.492701512767624,52.492701512767624,52.492701512767624,52.492701512767624,52.492701512767624,52.492701512767624,0.0,0.0,0.0,45.388219234930084,Ayrshire and Arran,20 to 24
2019-01-01,-9.629231941283512,41.861730940151915,44.84891750949731,-9.629231941283512,-9.629231941283512,52.989357051975645,52.989357051975645,52.989357051975645,52.989357051975645,52.989357051975645,52.989357051975645,0.0,0.0,0.0,43.36012511069213,Ayrshire and Arran,20 to 24
2020-01-01,-12.153981604729491,40.040681713732965,43.05036927656793,-12.153981604729491,-12.153981604729491,53.707880718434055,53.707880718434055,53.707880718434055,53.707880718434055,53.707880718434055,53.707880718434055,0.0,0.0,0.0,41.55389911370456,Ayrshire and Arran,20 to 24
2020-12-31,-14.67873126817547,38.33410986421138,41.420096558460614,-14.813660613164886,-14.554066078171559,54.64663962181276,54.64663962181276,54.64663962181276,54.64663962181276,54.64663962181276,54.64663962181276,0.0,0.0,0.0,39.96790835363729,Ayrshire and Arran,20 to 24
2021-12-31,-17.203480931621442,36.99199872561706,40.19701287447372,-17.627055583561592,-16.811779056112286,55.803591742843984,55.803591742843984,55.803591742843984,55.803591742843984,55.803591742843984,55.803591742843984,0.0,0.0,0.0,38.60011081122254,Ayrshire and Arran,20 to 24
2022-12-31,-19.728230595067426,35.695841927976204,39.15100986166214,-20.51389108484186,-18.909225237402094,57.17628958862846,57.17628958862846,57.17628958862846,57.17628958862846,57.17628958862846,57.17628958862846,0.0,0.0,0.0,37.448058993561034,Ayrshire and Arran,20 to 24
2023-12-31,-22.252980258513393,34.43148221976706,38.61982137079158,-23.475219789667612,-20.995005166949575,58.76188454261996,58.76188454261996,58.76188454261996,58.76188454261996,58.76188454261996,58.76188454261996,0.0,0.0,0.0,36.50890428410656,Ayrshire and Arran,20 to 24
2024-12-31,-24.78464704432498,27.595769255208833,32.22106012930538,-26.511692036882536,-22.978464095116784,54.64663962179843,54.64663962179843,54.64663962179843,54.64663962179843,54.64663962179843,54.64663962179843,0.0,0.0,0.0,29.861992577473448,Ayrshire and Arran,20 to 24
2001-01-01,-0.14081004635438799,87.36572986760476,91.52070647622394,-0.14081004635438799,-0.14081004635438799,89.4412415545135,89.4412415545135,89.4412415545135,89.4412415545135,89.4412415545135,89.4412415545135,0.0,0.0,0.0,89.30043150815911,Ayrshire and Arran,25 to 29
2002-01-01,1.6388690024217447,89.71199301451945,93.74779011480142,1.6388690024217447,1.6388690024217447,90.0944348138055,90.0944348138055,90.0944348138055,90.0944348138055,90.0944348138055,90.0944348138055,0.0,0.0,0.0,91.73330381622725,Ayrshire and Arran,25 to 29
2003-01-01,3.4185479753864687,91.94794890571666,96.24967921553046,3.4185479753864687,3.4185479753864687,90.6352376024606,90.6352376024606,90.6352376024606,90.6352376024606,90.6352376024606,90.6352376024606,0.0,0.0,0.0,94.05378557784708,Ayrshire and Arran,25 to 29
2004-01-01,5.198226867447337,94.2638593876645,98.3413823333643,5.198226867447337,5.198226867447337,91.06281357862572,91.06281357862572,91.06281357862572,91.06281357862572,91.06281357862572,91.06281357862572,0.0,0.0,0.0,96.26104044607305,Ayrshire and Arran,25 to 29
2005-01-01,6.98278189500469,94.47058986060115,98.50256083490683,6.98278189500469,6.98278189500469,89.4412415545152,89.4412415545152,89.4412415545152,89.4412415545152,89.4412415545152,89.4412415545152,0.0,0.0,0.0,96.4240234495199,Ayrshire and Arran,25 to 29
2006-01-01,8.76246104214758,96.92253217948078,101.04210837361984,8.76246104214758,8.76246104214758,90.09443481380329,90.09443481380329,90.09443481380329,90.09443481380329,90.09443481380329,90.09443481380329,0.0,0.0,0.0,98.85689585595087,Ayrshire and Arran,25 to 29
2007-01-01,10.542139980928853,99.11171827781494,103.21167949443077,10.542139980928853,10.542139980928853,90.63523760245948,90.63523760245948,90.63523760245948,90.63523760245948,90.63523760245948,90.63523760245948,0.0,0.0,0.0,101.17737758338833,Ayrshire and Arran,25 to 29
